chr	start	stop	ancestry
10	91577181	93333670	AFR
10	93333670	95307072	AFR
10	95307072	98285171	AFR
10	98285171	100331627	AFR
10	100331627	103718699	AFR
10	103718699	106236773	AFR
10	106236773	108558321	AFR
10	108558321	110803425	AFR
10	110803425	113070646	AFR
10	113070646	114386081	AFR
10	114386081	116659720	AFR
10	116659720	117253675	AFR
10	117253675	118832289	AFR
10	118832289	120117900	AFR
10	120117900	121244054	AFR
10	121244054	122041413	AFR
10	122041413	123521265	AFR
10	123521265	124888967	AFR
10	124888967	126454769	AFR
10	126454769	127073037	AFR
10	127073037	127874163	AFR
10	127874163	128942712	AFR
10	128942712	130024935	AFR
10	130024935	130550176	AFR
10	130550176	131559751	AFR
10	131559751	132050133	AFR
10	132050133	133292130	AFR
10	133292130	133766275	AFR
11	128446	1081883	AFR
11	1081883	1464399	AFR
11	1464399	3644128	AFR
11	3644128	4434524	AFR
11	4434524	6544439	AFR
11	6544439	7429418	AFR
11	7429418	8068218	AFR
11	8068218	9349939	AFR
11	9349939	10353904	AFR
11	10353904	11458062	AFR
11	11458062	12971792	AFR
11	12971792	15147225	AFR
11	15147225	17555538	AFR
11	17555538	19378974	AFR
11	19378974	21241602	AFR
11	21241602	22353024	AFR
11	22353024	23652121	AFR
11	23652121	25088890	AFR
11	25088890	26754058	AFR
11	26754058	28329573	AFR
11	28329573	30666500	AFR
11	30666500	32257627	AFR
11	32257627	34197009	AFR
11	34197009	35528254	AFR
11	35528254	36412192	AFR
11	36412192	38590190	AFR
11	38590190	40782452	AFR
11	40782452	44327319	AFR
11	44327319	46936192	AFR
11	46936192	54537580	AFR
11	54537580	56120531	AFR
11	56120531	58704938	AFR
11	58704938	62044917	AFR
11	62044917	64816727	AFR
11	64816727	65993113	AFR
11	65993113	69729740	AFR
11	69729740	71216447	AFR
11	71216447	73246339	AFR
11	73246339	75440133	AFR
11	75440133	78645452	AFR
11	78645452	80418867	AFR
11	80418867	81824738	AFR
11	81824738	84669232	AFR
11	84669232	86907477	AFR
11	86907477	87719679	AFR
11	87719679	89484699	AFR
11	89484699	91233488	AFR
11	91233488	92995954	AFR
11	92995954	94022050	AFR
11	94022050	96246945	AFR
11	96246945	97234850	AFR
11	97234850	98834626	AFR
11	98834626	100010944	AFR
11	100010944	102025177	AFR
11	102025177	103620858	AFR
11	103620858	104410453	AFR
11	104410453	105064276	AFR
11	105064276	106651577	AFR
11	106651577	107973570	AFR
11	107973570	108403866	AFR
11	108403866	109995981	AFR
11	109995981	112119302	AFR
11	112119302	114143087	AFR
11	114143087	114816104	AFR
11	114816104	116538425	AFR
11	116538425	118154838	AFR
11	118154838	119831818	AFR
11	119831818	121335779	AFR
11	121335779	123134113	AFR
11	123134113	125116459	AFR
11	125116459	125419952	AFR
11	125419952	127448406	AFR
11	127448406	128318639	AFR
11	128318639	129692995	AFR
11	129692995	130834483	AFR
11	130834483	132714726	AFR
11	132714726	133351003	AFR
11	133351003	134749626	AFR
11	134749626	135076141	AFR
12	10709	971262	AFR
12	971262	1936466	AFR
12	1936466	3570233	AFR
12	3570233	5211562	AFR
12	5211562	6064624	AFR
12	6064624	7052283	AFR
12	7052283	8364392	AFR
12	8364392	10790733	AFR
12	10790733	12582475	AFR
12	12582475	15094301	AFR
12	15094301	17878891	AFR
12	17878891	20710386	AFR
12	20710386	22036601	AFR
12	22036601	25361100	AFR
12	25361100	25888394	AFR
12	25888394	27647126	AFR
12	27647126	29523650	AFR
12	29523650	30376845	AFR
12	30376845	31936429	AFR
12	31936429	32908242	AFR
12	32908242	38662936	AFR
12	38662936	38868878	AFR
12	38868878	40332765	AFR
12	40332765	41953821	AFR
12	41953821	43588866	AFR
12	43588866	44816350	AFR
12	44816350	47878492	AFR
12	47878492	49896945	AFR
12	49896945	52035710	AFR
12	52035710	54097440	AFR
12	54097440	56588506	AFR
12	56588506	58578969	AFR
12	58578969	61885155	AFR
12	61885155	63154276	AFR
12	63154276	66253407	AFR
12	66253407	66377340	AFR
12	66377340	68115753	AFR
12	68115753	69439127	AFR
12	69439127	70786452	AFR
12	70786452	72253421	AFR
12	72253421	73883777	AFR
12	73883777	77407913	AFR
12	77407913	78453997	AFR
12	78453997	79732058	AFR
12	79732058	81164233	AFR
12	81164233	83108022	AFR
12	83108022	84841104	AFR
12	84841104	87953336	AFR
12	87953336	89174434	AFR
12	89174434	91846805	AFR
12	91846805	94121693	AFR
12	94121693	95324401	AFR
12	95324401	97290311	AFR
12	97290311	98773643	AFR
12	98773643	101432864	AFR
12	101432864	103736101	AFR
12	103736101	104709678	AFR
12	104709678	107331114	AFR
12	107331114	108311827	AFR
12	108311827	109677481	AFR
12	109677481	112826950	AFR
12	112826950	114014375	AFR
12	114014375	115561082	AFR
12	115561082	116652647	AFR
12	116652647	119122284	AFR
12	119122284	120602766	AFR
12	120602766	122330103	AFR
12	122330103	124499279	AFR
12	124499279	125594462	AFR
12	125594462	127025916	AFR
12	127025916	127539702	AFR
12	127539702	128687350	AFR
12	128687350	129451334	AFR
12	129451334	130630058	AFR
12	130630058	131172766	AFR
12	131172766	132379470	AFR
12	132379470	133264718	AFR
13	18171494	20418281	AFR
13	20418281	21719656	AFR
13	21719656	22461124	AFR
13	22461124	23906359	AFR
13	23906359	24726295	AFR
13	24726295	26485743	AFR
13	26485743	28579400	AFR
13	28579400	30406128	AFR
13	30406128	32229478	AFR
13	32229478	34146275	AFR
13	34146275	35858975	AFR
13	35858975	36773557	AFR
13	36773557	38151738	AFR
13	38151738	40172864	AFR
13	40172864	40940324	AFR
13	40940324	42923368	AFR
13	42923368	43662354	AFR
13	43662354	45117415	AFR
13	45117415	46856141	AFR
13	46856141	47898403	AFR
13	47898403	50682866	AFR
13	50682866	52766333	AFR
13	52766333	54262237	AFR
13	54262237	60692508	AFR
13	60692508	61753327	AFR
13	61753327	64047041	AFR
13	64047041	64846936	AFR
13	64846936	67140123	AFR
13	67140123	67910021	AFR
13	67910021	70718138	AFR
13	70718138	73775991	AFR
13	73775991	74626052	AFR
13	74626052	76556513	AFR
13	76556513	78235309	AFR
13	78235309	80203861	AFR
13	80203861	82099933	AFR
13	82099933	84209852	AFR
13	84209852	85747991	AFR
13	85747991	87540930	AFR
13	87540930	88873874	AFR
13	88873874	90612119	AFR
13	90612119	92132030	AFR
13	92132030	93478900	AFR
13	93478900	95480236	AFR
13	95480236	97663003	AFR
13	97663003	99454633	AFR
13	99454633	101857651	AFR
13	101857651	103345650	AFR
13	103345650	104158737	AFR
13	104158737	106101587	AFR
13	106101587	107165321	AFR
13	107165321	108281663	AFR
13	108281663	108928329	AFR
13	108928329	110048655	AFR
13	110048655	110798150	AFR
13	110798150	112206572	AFR
13	112206572	113653810	AFR
13	113653810	114353285	AFR
14	20592046	20703888	AFR
14	20703888	21870910	AFR
14	21870910	22849633	AFR
14	22849633	25113287	AFR
14	25113287	27065128	AFR
14	27065128	28730377	AFR
14	28730377	31916268	AFR
14	31916268	33801558	AFR
14	33801558	35077699	AFR
14	35077699	38018639	AFR
14	38018639	41146128	AFR
14	41146128	43113516	AFR
14	43113516	45431554	AFR
14	45431554	47268367	AFR
14	47268367	49490614	AFR
14	49490614	50045179	AFR
14	50045179	51603521	AFR
14	51603521	52184634	AFR
14	52184634	53889315	AFR
14	53889315	56890401	AFR
14	56890401	58982146	AFR
14	58982146	61336932	AFR
14	61336932	62702996	AFR
14	62702996	65186908	AFR
14	65186908	66863805	AFR
14	66863805	70186600	AFR
14	70186600	72580576	AFR
14	72580576	73877278	AFR
14	73877278	76763189	AFR
14	76763189	78561838	AFR
14	78561838	79129125	AFR
14	79129125	81113370	AFR
14	81113370	82794104	AFR
14	82794104	83808056	AFR
14	83808056	85102023	AFR
14	85102023	87530666	AFR
14	87530666	89432406	AFR
14	89432406	91331072	AFR
14	91331072	92186951	AFR
14	92186951	94382864	AFR
14	94382864	94798565	AFR
14	94798565	96096908	AFR
14	96096908	97646169	AFR
14	97646169	98580491	AFR
14	98580491	100867113	AFR
14	100867113	101433283	AFR
14	101433283	102567858	AFR
14	102567858	104159795	AFR
14	104159795	105008933	AFR
14	105008933	106235534	AFR
14	106235534	106882741	AFR
15	22834724	23950423	AFR
15	23950423	24792778	AFR
15	24792778	25941282	AFR
15	25941282	27236634	AFR
15	27236634	29047567	AFR
15	29047567	30035080	AFR
15	30035080	31888390	AFR
15	31888390	33981785	AFR
15	33981785	34494256	AFR
15	34494256	36371266	AFR
15	36371266	39240886	AFR
15	39240886	40325372	AFR
15	40325372	42594458	AFR
15	42594458	45841913	AFR
15	45841913	47195911	AFR
15	47195911	50268616	AFR
15	50268616	52976085	AFR
15	52976085	54843733	AFR
15	54843733	57352890	AFR
15	57352890	59216414	AFR
15	59216414	60843032	AFR
15	60843032	62148640	AFR
15	62148640	63894005	AFR
15	63894005	66939716	AFR
15	66939716	68633776	AFR
15	68633776	69645856	AFR
15	69645856	70477514	AFR
15	70477514	74075952	AFR
15	74075952	75299807	AFR
15	75299807	78349491	AFR
15	78349491	79703575	AFR
15	79703575	81900569	AFR
15	81900569	83536410	AFR
15	83536410	86023809	AFR
15	86023809	87490924	AFR
15	87490924	89439648	AFR
15	89439648	90035310	AFR
15	90035310	91126358	AFR
15	91126358	92703206	AFR
15	92703206	93305222	AFR
15	93305222	94672678	AFR
15	94672678	96347117	AFR
15	96347117	97384789	AFR
15	97384789	98364220	AFR
15	98364220	100206498	AFR
15	100206498	101980858	AFR
16	10031	744562	AFR
16	744562	1279134	AFR
16	1279134	1999639	AFR
16	1999639	3950203	AFR
16	3950203	5067606	AFR
16	5067606	5948175	AFR
16	5948175	6735196	AFR
16	6735196	7479403	AFR
16	7479403	8263712	AFR
16	8263712	9388261	AFR
16	9388261	10562464	AFR
16	10562464	12519620	AFR
16	12519620	13726828	AFR
16	13726828	15927499	AFR
16	15927499	18755515	AFR
16	18755515	19570125	AFR
16	19570125	21597032	AFR
16	21597032	24344311	AFR
16	24344311	26119504	AFR
16	26119504	27015117	AFR
16	27015117	31372784	AFR
16	31372784	46381872	AFR
16	46381872	51831895	AFR
16	51831895	53043342	AFR
16	53043342	55682638	AFR
16	55682638	56351660	AFR
16	56351660	57304224	AFR
16	57304224	58453389	AFR
16	58453389	61063930	AFR
16	61063930	61963841	AFR
16	61963841	63658180	AFR
16	63658180	65905042	AFR
16	65905042	69508473	AFR
16	69508473	70379334	AFR
16	70379334	72417466	AFR
16	72417466	74945046	AFR
16	74945046	76023784	AFR
16	76023784	77730659	AFR
16	77730659	78589971	AFR
16	78589971	78766577	AFR
16	78766577	80386455	AFR
16	80386455	81159716	AFR
16	81159716	82276719	AFR
16	82276719	83049923	AFR
16	83049923	84209277	AFR
16	84209277	84696752	AFR
16	84696752	85853990	AFR
16	85853990	87145420	AFR
16	87145420	88523884	AFR
16	88523884	90220225	AFR
17	120360	797447	AFR
17	797447	1906235	AFR
17	1906235	2911211	AFR
17	2911211	3800097	AFR
17	3800097	4611655	AFR
17	4611655	6248776	AFR
17	6248776	7339669	AFR
17	7339669	9201213	AFR
17	9201213	9970294	AFR
17	9970294	11876029	AFR
17	11876029	12440392	AFR
17	12440392	13640150	AFR
17	13640150	14604414	AFR
17	14604414	16529187	AFR
17	16529187	18444360	AFR
17	18444360	20517135	AFR
17	20517135	29152649	AFR
17	29152649	31459793	AFR
17	31459793	32669902	AFR
17	32669902	34512944	AFR
17	34512944	35338802	AFR
17	35338802	38251402	AFR
17	38251402	39558818	AFR
17	39558818	42087601	AFR
17	42087601	43695419	AFR
17	43695419	47231376	AFR
17	47231376	50048015	AFR
17	50048015	53042873	AFR
17	53042873	54878907	AFR
17	54878907	56756434	AFR
17	56756434	58066483	AFR
17	58066483	62268213	AFR
17	62268213	65153767	AFR
17	65153767	67462994	AFR
17	67462994	68563356	AFR
17	68563356	70743866	AFR
17	70743866	72648317	AFR
17	72648317	73728198	AFR
17	73728198	75749529	AFR
17	75749529	77675709	AFR
17	77675709	78644405	AFR
17	78644405	79782539	AFR
17	79782539	81731745	AFR
17	81731745	83242554	AFR
18	36427	1039858	AFR
18	1039858	2210583	AFR
18	2210583	4003009	AFR
18	4003009	5435856	AFR
18	5435856	7133151	AFR
18	7133151	8451613	AFR
18	8451613	9655927	AFR
18	9655927	10669038	AFR
18	10669038	12024673	AFR
18	12024673	13450235	AFR
18	13450235	14437172	AFR
18	14437172	24135791	AFR
18	24135791	25739740	AFR
18	25739740	27722683	AFR
18	27722683	29573938	AFR
18	29573938	30243494	AFR
18	30243494	32690397	AFR
18	32690397	33628489	AFR
18	33628489	36213990	AFR
18	36213990	38259289	AFR
18	38259289	40105801	AFR
18	40105801	41885975	AFR
18	41885975	43574402	AFR
18	43574402	46719283	AFR
18	46719283	48682317	AFR
18	48682317	49862860	AFR
18	49862860	53537398	AFR
18	53537398	53939269	AFR
18	53939269	57547335	AFR
18	57547335	59081748	AFR
18	59081748	60426264	AFR
18	60426264	63114772	AFR
18	63114772	64155390	AFR
18	64155390	65371596	AFR
18	65371596	67619517	AFR
18	67619517	68166518	AFR
18	68166518	69219104	AFR
18	69219104	70378090	AFR
18	70378090	71231140	AFR
18	71231140	72289354	AFR
18	72289354	73577571	AFR
18	73577571	74570123	AFR
18	74570123	76744200	AFR
18	76744200	78306877	AFR
18	78306877	79390478	AFR
18	79390478	80262725	AFR
19	90949	759261	AFR
19	759261	1514245	AFR
19	1514245	2882707	AFR
19	2882707	3091926	AFR
19	3091926	5266837	AFR
19	5266837	6613333	AFR
19	6613333	8667046	AFR
19	8667046	10103526	AFR
19	10103526	12408771	AFR
19	12408771	13888018	AFR
19	13888018	15967883	AFR
19	15967883	17790080	AFR
19	17790080	20717415	AFR
19	20717415	21009725	AFR
19	21009725	22083299	AFR
19	22083299	22727007	AFR
19	22727007	27379061	AFR
19	27379061	28427112	AFR
19	28427112	29888652	AFR
19	29888652	31279103	AFR
19	31279103	33649275	AFR
19	33649275	35588802	AFR
19	35588802	36954630	AFR
19	36954630	39671379	AFR
19	39671379	41341832	AFR
19	41341832	43659703	AFR
19	43659703	44936690	AFR
19	44936690	46645323	AFR
19	46645323	48197299	AFR
19	48197299	50549175	AFR
19	50549175	51460729	AFR
19	51460729	52751966	AFR
19	52751966	53748511	AFR
19	53748511	54420030	AFR
19	54420030	55766172	AFR
19	55766172	56627722	AFR
19	56627722	58607520	AFR
20	61521	922279	AFR
20	922279	2328979	AFR
20	2328979	4177517	AFR
20	4177517	5644377	AFR
20	5644377	7248416	AFR
20	7248416	8065444	AFR
20	8065444	9807589	AFR
20	9807589	11034811	AFR
20	11034811	12037214	AFR
20	12037214	13707828	AFR
20	13707828	14096979	AFR
20	14096979	16078278	AFR
20	16078278	17861184	AFR
20	17861184	19474695	AFR
20	19474695	20864821	AFR
20	20864821	22986936	AFR
20	22986936	23321731	AFR
20	23321731	25039639	AFR
20	25039639	33023102	AFR
20	33023102	36429279	AFR
20	36429279	40030665	AFR
20	40030665	41493363	AFR
20	41493363	42852622	AFR
20	42852622	43998497	AFR
20	43998497	46210564	AFR
20	46210564	47914296	AFR
20	47914296	49560865	AFR
20	49560865	51481161	AFR
20	51481161	53312276	AFR
20	53312276	55439456	AFR
20	55439456	57717967	AFR
20	57717967	59436610	AFR
20	59436610	60788264	AFR
20	60788264	61702014	AFR
20	61702014	62074878	AFR
20	62074878	63093535	AFR
20	63093535	64331539	AFR
21	14087527	14844078	AFR
21	14844078	16629848	AFR
21	16629848	18108896	AFR
21	18108896	19331418	AFR
21	19331418	20552931	AFR
21	20552931	21750281	AFR
21	21750281	23256371	AFR
21	23256371	25136087	AFR
21	25136087	25806283	AFR
21	25806283	27018516	AFR
21	27018516	27913934	AFR
21	27913934	28847594	AFR
21	28847594	30833875	AFR
21	30833875	31902464	AFR
21	31902464	34221526	AFR
21	34221526	36305757	AFR
21	36305757	38748003	AFR
21	38748003	39907305	AFR
21	39907305	41655527	AFR
21	41655527	42309207	AFR
21	42309207	44196392	AFR
21	44196392	45343672	AFR
21	45343672	46696121	AFR
22	17574597	20217810	AFR
22	20217810	22244645	AFR
22	22244645	22945828	AFR
22	22945828	25233246	AFR
22	25233246	26397072	AFR
22	26397072	29061594	AFR
22	29061594	31137981	AFR
22	31137981	32433107	AFR
22	32433107	34464592	AFR
22	34464592	34729917	AFR
22	34729917	36557065	AFR
22	36557065	37379850	AFR
22	37379850	39704557	AFR
22	39704557	40932636	AFR
22	40932636	43176587	AFR
22	43176587	44128020	AFR
22	44128020	44773496	AFR
22	44773496	46175072	AFR
22	46175072	47285905	AFR
22	47285905	48576298	AFR
22	48576298	49447763	AFR
22	49447763	50799822	AFR
1	16103	2047216	EAS
1	2047216	3765117	EAS
1	3765117	5031767	EAS
1	5031767	7187275	EAS
1	7187275	9008798	EAS
1	9008798	10970804	EAS
1	10970804	12223096	EAS
1	12223096	15373761	EAS
1	15373761	17230638	EAS
1	17230638	19734472	EAS
1	19734472	21819786	EAS
1	21819786	24980943	EAS
1	24980943	28866210	EAS
1	28866210	30893917	EAS
1	30893917	33720593	EAS
1	33720593	36556160	EAS
1	36556160	38578460	EAS
1	38578460	40473079	EAS
1	40473079	41509505	EAS
1	41509505	43294062	EAS
1	43294062	48076069	EAS
1	48076069	52650579	EAS
1	52650579	55016075	EAS
1	55016075	57920338	EAS
1	57920338	59735007	EAS
1	59735007	62339647	EAS
1	62339647	64150708	EAS
1	64150708	66309305	EAS
1	66309305	71491610	EAS
1	71491610	72808653	EAS
1	72808653	76509752	EAS
1	76509752	78255554	EAS
1	78255554	80411455	EAS
1	80411455	82405992	EAS
1	82405992	84757793	EAS
1	84757793	87943816	EAS
1	87943816	91064032	EAS
1	91064032	94073573	EAS
1	94073573	97260123	EAS
1	97260123	98959332	EAS
1	98959332	101384957	EAS
1	101384957	102889897	EAS
1	102889897	104760522	EAS
1	104760522	108710745	EAS
1	108710745	109911185	EAS
1	109911185	111484272	EAS
1	111484272	113276642	EAS
1	113276642	118298518	EAS
1	118298518	151839334	EAS
1	151839334	152565478	EAS
1	152565478	156696041	EAS
1	156696041	160191158	EAS
1	160191158	163172765	EAS
1	163172765	165222465	EAS
1	165222465	167191858	EAS
1	167191858	170590485	EAS
1	170590485	172965199	EAS
1	172965199	175756790	EAS
1	175756790	178949177	EAS
1	178949177	181182420	EAS
1	181182420	185459054	EAS
1	185459054	187554405	EAS
1	187554405	189791921	EAS
1	189791921	193477574	EAS
1	193477574	197341723	EAS
1	197341723	198573897	EAS
1	198573897	200894644	EAS
1	200894644	202648190	EAS
1	202648190	204665016	EAS
1	204665016	206760042	EAS
1	206760042	208684834	EAS
1	208684834	211730052	EAS
1	211730052	212926265	EAS
1	212926265	216101561	EAS
1	216101561	217803120	EAS
1	217803120	219303738	EAS
1	219303738	222057315	EAS
1	222057315	224725228	EAS
1	224725228	227502136	EAS
1	227502136	230745317	EAS
1	230745317	234229340	EAS
1	234229340	235031278	EAS
1	235031278	237248919	EAS
1	237248919	239763515	EAS
1	239763515	241921127	EAS
1	241921127	245954546	EAS
1	245954546	247378750	EAS
1	247378750	248945661	EAS
2	10560	1777250	EAS
2	1777250	3606252	EAS
2	3606252	4479957	EAS
2	4479957	7112053	EAS
2	7112053	8841833	EAS
2	8841833	11562535	EAS
2	11562535	13484151	EAS
2	13484151	16631760	EAS
2	16631760	19505886	EAS
2	19505886	23008855	EAS
2	23008855	25264789	EAS
2	25264789	28516584	EAS
2	28516584	30352914	EAS
2	30352914	32903740	EAS
2	32903740	34529965	EAS
2	34529965	37451302	EAS
2	37451302	38668532	EAS
2	38668532	41862674	EAS
2	41862674	44882849	EAS
2	44882849	45817693	EAS
2	45817693	48726210	EAS
2	48726210	48889653	EAS
2	48889653	52266364	EAS
2	52266364	53410264	EAS
2	53410264	56278448	EAS
2	56278448	57500566	EAS
2	57500566	62477349	EAS
2	62477349	64870077	EAS
2	64870077	67218307	EAS
2	67218307	70596389	EAS
2	70596389	74746825	EAS
2	74746825	77152835	EAS
2	77152835	80504530	EAS
2	80504530	82573684	EAS
2	82573684	88854232	EAS
2	88854232	98378510	EAS
2	98378510	100938622	EAS
2	100938622	103131816	EAS
2	103131816	107165506	EAS
2	107165506	108376859	EAS
2	108376859	112719840	EAS
2	112719840	115657414	EAS
2	115657414	118199422	EAS
2	118199422	120327131	EAS
2	120327131	122735571	EAS
2	122735571	123975917	EAS
2	123975917	127651764	EAS
2	127651764	129318998	EAS
2	129318998	132042144	EAS
2	132042144	133970570	EAS
2	133970570	136285224	EAS
2	136285224	137937484	EAS
2	137937484	141319739	EAS
2	141319739	142497154	EAS
2	142497154	143385609	EAS
2	143385609	145337502	EAS
2	145337502	149617312	EAS
2	149617312	152514768	EAS
2	152514768	155296607	EAS
2	155296607	158722132	EAS
2	158722132	160923904	EAS
2	160923904	163611818	EAS
2	163611818	167581742	EAS
2	167581742	170118939	EAS
2	170118939	171232433	EAS
2	171232433	173689830	EAS
2	173689830	175872929	EAS
2	175872929	177751441	EAS
2	177751441	181982804	EAS
2	181982804	184415102	EAS
2	184415102	186074148	EAS
2	186074148	190081059	EAS
2	190081059	192165273	EAS
2	192165273	195099911	EAS
2	195099911	196444709	EAS
2	196444709	200492019	EAS
2	200492019	203954121	EAS
2	203954121	206975752	EAS
2	206975752	211008515	EAS
2	211008515	212711548	EAS
2	212711548	215994956	EAS
2	215994956	217115991	EAS
2	217115991	219832881	EAS
2	219832881	222121676	EAS
2	222121676	224068622	EAS
2	224068622	226707838	EAS
2	226707838	229671488	EAS
2	229671488	231327593	EAS
2	231327593	234605642	EAS
2	234605642	236666529	EAS
2	236666529	239406169	EAS
2	239406169	240521463	EAS
2	240521463	242171545	EAS
3	11805	1582749	EAS
3	1582749	3516797	EAS
3	3516797	5761076	EAS
3	5761076	7468612	EAS
3	7468612	8632674	EAS
3	8632674	10781110	EAS
3	10781110	12825947	EAS
3	12825947	14586897	EAS
3	14586897	16243845	EAS
3	16243845	18563318	EAS
3	18563318	20936471	EAS
3	20936471	22544107	EAS
3	22544107	23608909	EAS
3	23608909	26340370	EAS
3	26340370	29278762	EAS
3	29278762	31230244	EAS
3	31230244	32972876	EAS
3	32972876	35987897	EAS
3	35987897	37490365	EAS
3	37490365	40190918	EAS
3	40190918	43208734	EAS
3	43208734	45134880	EAS
3	45134880	46618048	EAS
3	46618048	54555023	EAS
3	54555023	59423678	EAS
3	59423678	63416329	EAS
3	63416329	65846944	EAS
3	65846944	68273045	EAS
3	68273045	71669512	EAS
3	71669512	74048162	EAS
3	74048162	75698533	EAS
3	75698533	77713493	EAS
3	77713493	82454067	EAS
3	82454067	84318463	EAS
3	84318463	87061524	EAS
3	87061524	90720182	EAS
3	90720182	94486924	EAS
3	94486924	98021782	EAS
3	98021782	100874633	EAS
3	100874633	103731801	EAS
3	103731801	107263470	EAS
3	107263470	109311949	EAS
3	109311949	112007969	EAS
3	112007969	112735516	EAS
3	112735516	115563211	EAS
3	115563211	117438449	EAS
3	117438449	118811825	EAS
3	118811825	120990464	EAS
3	120990464	124930675	EAS
3	124930675	127087214	EAS
3	127087214	130307714	EAS
3	130307714	132729672	EAS
3	132729672	133533493	EAS
3	133533493	135549808	EAS
3	135549808	137652817	EAS
3	137652817	140118741	EAS
3	140118741	143295459	EAS
3	143295459	145812153	EAS
3	145812153	148919984	EAS
3	148919984	150879134	EAS
3	150879134	153538185	EAS
3	153538185	156291825	EAS
3	156291825	161908334	EAS
3	161908334	163538197	EAS
3	163538197	167561072	EAS
3	167561072	169264476	EAS
3	169264476	171461990	EAS
3	171461990	174559008	EAS
3	174559008	177780296	EAS
3	177780296	179658854	EAS
3	179658854	182708746	EAS
3	182708746	185847935	EAS
3	185847935	187376772	EAS
3	187376772	189325822	EAS
3	189325822	190566797	EAS
3	190566797	192376186	EAS
3	192376186	193039615	EAS
3	193039615	195035373	EAS
3	195035373	196129040	EAS
3	196129040	196688782	EAS
3	196688782	198190508	EAS
4	10208	1495465	EAS
4	1495465	3666121	EAS
4	3666121	5640414	EAS
4	5640414	8129687	EAS
4	8129687	9177381	EAS
4	9177381	9400953	EAS
4	9400953	11411955	EAS
4	11411955	11971301	EAS
4	11971301	14288616	EAS
4	14288616	15922883	EAS
4	15922883	18751197	EAS
4	18751197	20484607	EAS
4	20484607	21789793	EAS
4	21789793	23768254	EAS
4	23768254	25968157	EAS
4	25968157	28927393	EAS
4	28927393	29900991	EAS
4	29900991	32592190	EAS
4	32592190	34346424	EAS
4	34346424	36672526	EAS
4	36672526	37897029	EAS
4	37897029	40724658	EAS
4	40724658	42659954	EAS
4	42659954	45672729	EAS
4	45672729	51814962	EAS
4	51814962	54818334	EAS
4	54818334	56308038	EAS
4	56308038	58494275	EAS
4	58494275	59043805	EAS
4	59043805	60648763	EAS
4	60648763	63638908	EAS
4	63638908	65734774	EAS
4	65734774	66744320	EAS
4	66744320	68409215	EAS
4	68409215	70607490	EAS
4	70607490	75571607	EAS
4	75571607	77704281	EAS
4	77704281	82229634	EAS
4	82229634	84513834	EAS
4	84513834	88318340	EAS
4	88318340	90640188	EAS
4	90640188	93840022	EAS
4	93840022	95991598	EAS
4	95991598	97868391	EAS
4	97868391	99883948	EAS
4	99883948	102467408	EAS
4	102467408	103948618	EAS
4	103948618	106580372	EAS
4	106580372	109295314	EAS
4	109295314	110589886	EAS
4	110589886	113411146	EAS
4	113411146	115198937	EAS
4	115198937	119012479	EAS
4	119012479	120623983	EAS
4	120623983	121537361	EAS
4	121537361	124943634	EAS
4	124943634	129445397	EAS
4	129445397	130703229	EAS
4	130703229	132616027	EAS
4	132616027	136480899	EAS
4	136480899	137814870	EAS
4	137814870	141078850	EAS
4	141078850	143487324	EAS
4	143487324	147606236	EAS
4	147606236	149716405	EAS
4	149716405	153067088	EAS
4	153067088	156244010	EAS
4	156244010	158253887	EAS
4	158253887	162091868	EAS
4	162091868	163650956	EAS
4	163650956	164902746	EAS
4	164902746	166932715	EAS
4	166932715	169855359	EAS
4	169855359	174135747	EAS
4	174135747	176208751	EAS
4	176208751	177978121	EAS
4	177978121	179626828	EAS
4	179626828	181766975	EAS
4	181766975	184030017	EAS
4	184030017	186667541	EAS
4	186667541	188624963	EAS
4	188624963	190183759	EAS
5	11875	1279913	EAS
5	1279913	2491626	EAS
5	2491626	4940142	EAS
5	4940142	7856878	EAS
5	7856878	10036320	EAS
5	10036320	13848116	EAS
5	13848116	18052252	EAS
5	18052252	20562111	EAS
5	20562111	24365200	EAS
5	24365200	26823894	EAS
5	26823894	29595242	EAS
5	29595242	31096466	EAS
5	31096466	33521008	EAS
5	33521008	34567696	EAS
5	34567696	36665969	EAS
5	36665969	38383289	EAS
5	38383289	41276997	EAS
5	41276997	43257152	EAS
5	43257152	43950430	EAS
5	43950430	51906595	EAS
5	51906595	52409700	EAS
5	52409700	53918907	EAS
5	53918907	57040484	EAS
5	57040484	58756759	EAS
5	58756759	61641108	EAS
5	61641108	62847688	EAS
5	62847688	64925770	EAS
5	64925770	68113246	EAS
5	68113246	73128761	EAS
5	73128761	75947589	EAS
5	75947589	76926922	EAS
5	76926922	78828206	EAS
5	78828206	81188290	EAS
5	81188290	84011768	EAS
5	84011768	86471573	EAS
5	86471573	89594797	EAS
5	89594797	92504930	EAS
5	92504930	96491383	EAS
5	96491383	97711448	EAS
5	97711448	99934351	EAS
5	99934351	103572554	EAS
5	103572554	107927895	EAS
5	107927895	111800109	EAS
5	111800109	112840073	EAS
5	112840073	115784571	EAS
5	115784571	116856992	EAS
5	116856992	119340206	EAS
5	119340206	121630196	EAS
5	121630196	122952779	EAS
5	122952779	125729508	EAS
5	125729508	127607586	EAS
5	127607586	129397879	EAS
5	129397879	131149534	EAS
5	131149534	136007858	EAS
5	136007858	136700568	EAS
5	136700568	142013216	EAS
5	142013216	144105337	EAS
5	144105337	147803192	EAS
